Shift,Age,Primary Fur Color,Location,Running,Chasing,Climbing,Eating,Foraging,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches
PM,Adult,Gray,Ground Plane,No,Yes,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,No,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Cinnamon,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Cinnamon,Ground Plane,No,No,Yes,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Cinnamon,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Cinnamon,Ground Plane,No,No,Yes,No,Yes,No,No,No,No,No,Yes
PM,Adult,Cinnamon,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
PM,Adult,Cinnamon,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,No,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
AM,Adult,Cinnamon,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Cinnamon,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,Yes
PM,Adult,Black,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Cinnamon,Ground Plane,No,No,No,No,No,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Cinnamon,Ground Plane,No,Yes,No,No,No,No,No,No,Yes,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Cinnamon,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Cinnamon,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
AM,Adult,Cinnamon,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Black,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
PM,Adult,Cinnamon,Ground Plane,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,No,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,Yes
AM,Adult,Cinnamon,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
AM,Adult,Cinnamon,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Black,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
PM,Adult,Cinnamon,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,Yes
PM,Adult,Cinnamon,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Cinnamon,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,No,No,No,No,No,No,Yes
PM,Adult,Cinnamon,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,No,No,No,No,No,No,Yes
AM,Adult,Cinnamon,Ground Plane,No,No,Yes,No,No,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,Yes,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Cinnamon,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Black,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Cinnamon,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Cinnamon,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,Yes,Yes,No,No,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,Yes,No,No,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,No,No,No,No,Yes,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,Yes,No,No
PM,Adult,Cinnamon,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,Yes,No,Yes,No,No,No,No,No,No
PM,Adult,Cinnamon,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Black,Ground Plane,No,No,No,No,No,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,Yes,No,No
PM,Adult,Cinnamon,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,Yes,No,No,No,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,No
PM,Adult,Black,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,No
AM,Adult,Cinnamon,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
AM,Adult,Cinnamon,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,Yes,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,No
AM,Adult,Black,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,Yes,No,No,No,No,No,No,No,No
PM,Adult,Black,Ground Plane,No,Yes,No,No,No,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,Yes,No,No,No,No,No,No,No,No
AM,Adult,Cinnamon,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Cinnamon,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,No
PM,Adult,Cinnamon,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Cinnamon,Ground Plane,No,Yes,No,Yes,No,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,Yes,No,No,No,No,No,No,No,No,Yes
PM,Adult,Cinnamon,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
AM,Adult,Cinnamon,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,No,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,No,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,No,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,Yes,No,No,No,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,Yes,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Cinnamon,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Cinnamon,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Cinnamon,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,No,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes
PM,Adult,Gray,Ground Plane,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes
PM,Adult,Cinnamon,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Cinnamon,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
AM,Adult,Cinnamon,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,Yes,No,No,No,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,Yes,No,No,No,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,Yes,No,No,No,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Cinnamon,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,Yes,Yes,No,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Cinnamon,Ground Plane,No,Yes,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Cinnamon,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,Yes,No,No,No,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,Yes,Yes,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Black,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,Yes,No,No,No,Yes,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,Yes,No,No,No,No,No
PM,Adult,Cinnamon,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,Yes,No,No,No,No,No,No,Yes,No,No
PM,Adult,Cinnamon,Ground Plane,No,Yes,No,Yes,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,Yes,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,Yes,No,No,No,No,No,No,No,No
PM,Adult,Cinnamon,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Cinnamon,Ground Plane,No,No,Yes,No,No,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
AM,Adult,Cinnamon,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Cinnamon,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,Yes,No,No,No,Yes,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,No
PM,Adult,Cinnamon,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,Yes,No,No,No,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,Yes,No,No,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
PM,Adult,Cinnamon,Ground Plane,No,Yes,No,No,Yes,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,No
PM,Adult,Cinnamon,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,Yes,No,No
AM,Adult,Cinnamon,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,Yes,No,No,No,No,Yes,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,Yes,Yes,No,No,No,No,No,No,No,No
AM,Adult,Cinnamon,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,Yes,No,No,No,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,Yes,Yes,No,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Cinnamon,Ground Plane,No,No,Yes,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,Yes,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Cinnamon,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,No,No,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,Yes,No,No
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
AM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,No,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,No
